Exercise Name,Link,Instructions,Comments,Target Muscles,Thumbnail GIF
Lever Seated Iron Cross Fly,https://exrx.net/WeightExercises/PectoralSternal/LVSeatedIronCrossFly,Straddle seat with both levers positioned slightly above horizontal. Grasp both lever ends with elbows slightly above levers. Sit down near end of seat with torso leaning forward slightly and slightly bent elbows pointing back. Push levers downward and together in hugging motion. Keep shoulders internally rotated so elbows are pointed slightly upward at top and out to sides at bottom. Return to starting position until chest muscles are stretched. Repeat.,"Under greater resistance, positioning torso at lower angle downward (by bending over at hips), will allow upper body weight to counterbalance upward pull of cables, as opposed to stepping forward and struggling with the backward pull of cables. Also see Bent-over Fly on Standing Iron Cross Machine.","['Pectoralis Major, Sternal']",https://exrx.net/application/files/7914/3885/7983/LVSeatedFlyIronCross.gif
Lever Bench Press,https://exrx.net/WeightExercises/PectoralSternal/LVBenchPress,Lie supine on bench with chest under lever bar. Grasp lever bar with wide oblique overhand grip. Press bar until arms are extended. Lower weight to upp er chest. Repeat.,Range of motion will be compromised if grip is too wide. Also see Bench Press Analysis.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/3014/3885/7911/LVBenchPress.gif
Lever Chest Press,https://exrx.net/WeightExercises/PectoralSternal/LVChestPressS,Sit on seat with chest approximately height of handles. Grasp handles with wide overhand grip; elbows out to sides just below shoulders. Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,Range of motion will be compromised if grip is too wide. Also see exercise performed with parallel grip. Also see Bench Press Analysis.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/7514/3885/7919/LVBiLateralChestPressS.gif
Lever Alternating Chest Press,https://exrx.net/WeightExercises/PectoralSternal/LVAlternatingChestPress,"Sit on seat with lever grips lower chest height. Grasp grips with wide overhand grip; elbows out to sides just below shoulders. Press one lever until arm is extended. Return lever back until chest muscle is slightly stretched. Repeat with opposite arm, alternating between sides.",Range of motion will be compromised if grip is too wide.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/8614/3885/7908/LVAlternatingChestPress.gif
Lever Chest Press,https://exrx.net/WeightExercises/PectoralSternal/LVChestPress,"Sit on seat with chest approximately height of horizontal handles. If available, push foot lever until lever is within grasping range. Grasp handles with wide overhand grip; elbows out to sides just below shoulders. Release foot lever. Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.","Some machines have foot levers to position handles in a more comfortable starting and ending position. If foot lever is available, engage it before grasping handles, release it before performing exercise, and engage it again just before releasing grips.","['Pectoralis Major, Sternal']",https://exrx.net/application/files/9214/3885/7934/LVChestPress.gif
Lever Parallel Grip Chest Press,https://exrx.net/WeightExercises/PectoralSternal/LVParallelGripChestPress,"Sit on seat with sides of ribs approximately height of parallel handles. If available, push foot lever until handles are within grasping range. Grasp parallel handles. Release foot lever. Press lever until arms are extended. Return weight until shoulders or chest feels slightly stretched. Repeat.","Some machines have foot levers to position handles in a more comfortable starting and ending position. If foot lever is available, engage it before grasping handles, release it before performing exercise, and engage it again just before releasing grips.","['Pectoralis Major, Sternal']",https://exrx.net/application/files/3714/3885/7966/LVParallelGripBenchPressB.gif
Lever Decline Chest Press,https://exrx.net/WeightExercises/PectoralSternal/LVDeclineChestPress,Sit on seat with lever grips lower chest height. Grasp grips with wide overhand grip; elbows out to sides just below shoulders. Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,Range of motion will be compromised if grip is too wide. Latissimus Dorsi involvement is low on Decline Bench Press (Barnett 1995). Also see Bench Press Analysis.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/7214/3885/7945/LVDeclineChestPress2.gif
Lever Alternating Decline Chest Press,https://exrx.net/WeightExercises/PectoralSternal/LVAlternatingDeclineChestPress,"Sit on seat with lever grips lower chest height. Grasp grips with wide overhand grip; elbows out to sides just below shoulders. Press one lever until arm is extended. Return lever back until chest muscle is slightly stretched. Repeat with opposite arm, alternating between sides.",Range of motion will be compromised if grip is too wide.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/4914/3885/7913/LVAlternatingDeclineChestPress.gif
Lever Decline Bench Press,https://exrx.net/WeightExercises/PectoralSternal/LVDeclineBenchPress,Lie supine on decline bench with feet under leg brace and chest under lever bar. Grasp lever bar with wide oblique overhand grip. Press bar until arms are extended. Lower weight to chest. Repeat.,Range of motion will be compromised if grip is too wide. Latissimus Dorsi involvement is low on Decline Bench Press (Barnett 1995). Also see Bench Press Analysis.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/3614/3885/7944/LVDeclineBenchPress.gif
Smith Bench Press,https://exrx.net/WeightExercises/PectoralSternal/SMBenchPress,Lie supine on bench with chest under bar. Grasp bar with wide oblique overhand grip. Disengage bar by rotating bar back. Lower weight to chest. Press bar until arms are extended. Repeat.,Range of motion will be compromised if grip is too wide. Also see Bench Press Analysis.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/5214/3885/7996/SMBenchPress.gif
Smith Decline Bench Press,https://exrx.net/WeightExercises/PectoralSternal/SMDeclineBenchPress,Lie supine on decline bench with feet under leg brace and chest under bar. Grasp bar with wide oblique overhand grip. Disengage bar by rotating bar back. Lower weight to chest. Press bar until arms are extended. Repeat.,Range of motion will be compromised if grip is too wide. Latissimus Dorsi involvement is low on Decline Bench Press (Barnett 1995). Also see Bench Press Analysis.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/6514/3885/8018/SMDeclineBenchPress.gif
Weighted Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/WtChestDip,"Place weight on dip belt around waist or place dumbbell between lower legs just above feet. Mount wide dip bar with oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Keep hips and knees bent. Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.",Added weight can be placed on dip belt or dumbbell can be placed between ankles. Also see Weighted Triceps Dip and Chest Dip.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/9414/3885/8024/WTChestDip.gif
Weighted Push-up,https://exrx.net/WeightExercises/PectoralSternal/WtPushup,"Lie prone on floor with hands slightly wider than shoulder width. Raise body up off floor by extending arms with body straight. Partner can place weight plate(s) on back if needed. Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.","Both upper and lower body must be kept straight throughout movement. Exercise can be performed without additional weight. If additional weight is used, partner will need to add and remove weight, and keep weight from sliding off back. See narrower grip push-up.","['Pectoralis Major, Sternal']",https://exrx.net/application/files/5514/3885/8028/WtPushup.gif
Weighted Push-up (on handles),https://exrx.net/WeightExercises/PectoralSternal/WtPushupHandles,"Kneel before two push-up handles placed slightly wider than shoulder width apart. Grasp both handles and place feet back on floor or slightly elevated platform. Position body straight with arms extended. Partner can place weight plate(s) on back if needed. Keeping body ridged, lower body downward by bending arms until slight stretch is felt in chest or shoulders. Push body back up until arms are extended. Repeat.","Both upper and lower body must be kept straight throughout movement. Exercise can be performed without additional weight, without handles, or without platform. Platform compensates for height of handles. If platform is too high, upper chest will be emphasized (see Decline Push-up). If additional weight is used, partner will need to add and remove weight, and keep weight from sliding off back.","['Pectoralis Major, Sternal']",https://exrx.net/application/files/3314/3885/8030/WTPushupHandles.gif
Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/BWChestDip,"Mount wide dip bar with oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Bend knees and hips slightly. Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.",Also see Triceps Dip.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/6114/3885/7807/BWChestDip.gif
Chest Dip (between benches),https://exrx.net/WeightExercises/PectoralSternal/BWChestDipBenches,"Stand between ends of two benches. Place hands on ends of benches with fingers off ends of benches. Grip should be somewhat wide. Position feet out in front with legs straight, heels on floor, and torso upright. Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.","In above clip, hands are positioned at ends of main segments of benches with fingers between gaps.","['Pectoralis Major, Sternal']",https://exrx.net/application/files/2914/3885/7818/BWDoubleBenchDips.gif
Chest Dip (bent knees between benches),https://exrx.net/WeightExercises/PectoralSternal/BWChestDipBenchesBentKnee,"Stand between ends of two benches. Place hands on ends of benches with fingers off ends of benches. Position feet out in front with legs bent and torso upright. Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.","In above clip, hands are positioned at ends of main segments of benches with fingers between gaps. On standard benches, hands should be placed near ends of benches. Perform on higher benches if slight stretch is not felt. Also see Triceps Dip (between benches).","['Pectoralis Major, Sternal']",https://exrx.net/application/files/2114/3885/7809/BWDoubleBenchDipsBentKnee.gif
Push-up,https://exrx.net/WeightExercises/PectoralSternal/BWPushup,"Lie prone with forefeet on floor and hands slightly wider than shoulder width. Raise body up off floor by extending arms with body straight. Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.",Both upper and lower body must be kept straight throughout movement. See close grip push-up. Also see push-up test calculator.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/8714/3885/7822/BWPushupWide.gif
Incline Push-up,https://exrx.net/WeightExercises/PectoralSternal/BWInclinePushup,"Stand facing bench or sturdy elevated platform. Place hands on edge of bench or platform, slightly wider than shoulder width. Position forefoot back from bench or platform with arms and body straight. Arms should be perpendicular to body. Keeping body straight, lower chest to edge of box or platform by bending arms. Push body up until arms are extended. Repeat.",Both upper and lower body must be kept straight throughout movement. Height of bench or platform affects difficulty of movement.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/9514/3885/7823/BWPushupOnBox.gif
Incline Push-up (on bar),https://exrx.net/WeightExercises/PectoralSternal/BWInclinePushupBar,"Grasp horizontal bar (lower than chest height) with hands slightly wider than shoulder width. Position forefeet back from bar with arms and body straight. Arms should be perpendicular to body. Keeping body straight, lower chest to bar by bending arms. Push body up until arms are extended. Repeat.",Both upper and lower body must be kept straight throughout movement. Height of bar affects difficulty of movement. See Gravity Vectors for greater understanding of how body angle influences resistance.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/1114/3885/7815/BWPushupOnBar.gif
Push-up (on knees),https://exrx.net/WeightExercises/PectoralSternal/BWPushupKnee,"Lie prone on floor with hands slightly wider than shoulder width. Bend knees and raise body up off floor by extending arms with body straight. Keeping body straight and knees bent, lower body to floor by bending arms. Push body up until arms are extended. Repeat.",Both upper and lower body must be kept straight throughout movement. Forefeet can remain on floor as long as body is pivoting on knees. See close grip push-up. Also see push-up test calculator.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/2314/3885/7825/BWPushupWideKnee.gif
Self-assisted Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/AsChestDipSelf,"Stand on bench or elevation between parallel bars. Mount wide dip bar with oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Bend knees and hips slightly and place forefoot on bench or elevation below. Lower body by bending arms, allowing elbows to flare out to sides. If necessary, use minimal assistance of lower body to control descent, allowing knees and hips to bend, keeping forefeet in contact with bench or elevation. When slight stretch is felt in chest or shoulders, push body up until arms are straight and repeat, again with minimal assistance from legs.","If lower body is used for assistance, Hip and Knee Extensors muscles are utilized. Hips are bent more and body leans forward more, as compared to Self-assisted Triceps Dip.","['Pectoralis Major, Sternal']",https://exrx.net/application/files/7814/3885/7783/ASChestDipSelfAssisted.gif
Suspended Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/STChestDip,Stand between two suspension handles and grasp handles on each side of torso. Hold position firmly and lift feet from floor. Push body up until arms are straight. Lower body until slight stretch is felt in shoulders.,"To emphasize chest, position body bent over by bending hips. Also see Triceps Dips.","['Pectoralis Major, Sternal']",https://exrx.net/application/files/9514/3885/8026/STDip.gif
Suspended Self-assisted Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/STSelfAssistedChestDip,"Stand between two suspension handles, approximately mid-thigh height. Grasp handles on each side and straighten arms with shoulders above hands. Hold position firmly and place portion of body weight on handles. Lower body by bending arms back. If necessary, use minimal assistance of lower body to control descent, allowing knees to bend, keeping feet in contact with floor. When slight stretch is felt in chest or shoulders, push body up back up until arms are straight. Repeat with minimal assistance from legs.","If lower body is used for assistance, Quadriceps are utilized. Hips are kept straighter and body more upright, as compared to Assisted Triceps Dip. This exercise can be performed on adjustable length gymnastics rings or a dual anchored suspension trainer.","['Pectoralis Major, Sternal']",https://exrx.net/application/files/6814/3885/8021/STSelfAssistedChestDip.gif
Suspended Chest Press,https://exrx.net/WeightExercises/PectoralSternal/STChestPress,"Grasp handles and step forward between suspension trainers. Position arms downward and slightly forward, nearly parallel with suspension straps. Lean forward, placing upper body weight onto handles with arms straight, while stepping back onto forefeet so body is leaning forward at desired angle. Straighten body so torso is in-line with legs. Lower body by bending arms while keeping body straight. Allow handles to come apart slightly to keep in-line with elbows flaring out. Stop descent once mild stretch is felt through shoulders or chest. Push body up to original position, allowing handles to travel inward to keep in line with elbows converging until arms are fully extended. Repeat.",See Suspended Chest Press Mount/Dismount. Arms and suspension straps should be perpendicular to body. Both upper and lower body must be kept straight throughout movement. Elbows largely remain behind hands' line of force.,"['Pectoralis Major, Sternal']",https://exrx.net/application/files/8614/3885/8015/STChestPress.gif
Suspended Fly,https://exrx.net/WeightExercises/PectoralSternal/STFly,"Grasp handles and step forward between suspension trainer. Position arms downward and slightly forward, nearly parallel with suspension straps. Lean forward, placing upper body weight onto handles with arms straight, while stepping back onto forefeet, so body is leaning forward at desired angle. Straighten body so torso is in-line with legs. Bend elbows slightly and internally rotate shoulders, so elbows are pointed outward to each side. Lower body by allowing suspension handles to separate outward until mild stretch is felt in chest. Reverse motion by bringing handles back together in hugging motion. Repeat.","See Suspended Prone Mount/Dismount. Throughout movement, keep elbows in fixed, slightly bent position and shoulders internally rotated, so elbows are kept pointed outward and high. Arms and suspension straps plane of motion should be perpendicular to body. Both upper and lower body must be kept straight throughout movement. Angle of body affects difficulty of movement. See Gravity Vectors for greater understanding of how body angle influences resistance.","['Pectoralis Major, Sternal']",https://exrx.net/application/files/5414/3885/8013/STChestFly.gif
Barbell Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/BBInclineBenchPress,Lie supine on incline bench. Dismount barbell from rack over upper chest using wide oblique overhand grip. Lower weight to upper chest. Press bar until arms are extended. Repeat.,Range of motion will be compromised if grip is too wide. Also see Bench Press Analysis.,"['Pectoralis Major, Clavicular']",https://exrx.net/application/files/2315/2069/6083/BBBenchPress.gif
Cable Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/CBInclineBenchPress,"Sit on seat and grasp stirrups to each side (attached to low cable pulleys). Lie back on incline back support. Position stirrups out to each side of chest with bent arm under each wrist. Push stirrups up over each shoulder until arms are straight and parallel to one another. Return stirrups to original position, until slight stretch is felt in chest or shoulders. Repeat.","Stirrup should follow slight arch pattern, above upper arm between elbow and chest at bottom, traveling inward over each shoulder at top.","['Pectoralis Major, Clavicular']",https://exrx.net/application/files/2314/3885/7426/CBInclineBenchPress.gif
Cable Bar Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/CBBarInclineBenchPress,"Position adjustable pulley higher than intended height, but within arms reach from incline bench. Position incline bench under cable bar. Lie supine on incline bench. While lying on bench, reach over and lower each pulley into intended position so that cables are taut in lowest position with bar on chest. Grasp bar with both hands using wide oblique overhand grip. Press bar upward until arms are extended. Lower bar to upper chest or until slight stretch is felt in shoulders. Repeat.",Range of motion will be compromised if grip is too wide. Also see Bench Press Analysis.,"['Pectoralis Major, Clavicular']",https://exrx.net/application/files/7514/3885/7420/CBBarInclineBenchPress.gif
Cable Incline Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/CBInclineChestPress,"Sit on seat and grasp stirrups to each side (attached to medium height pulleys). Position elbows out to sides, slightly lower than shoulder height. Position hands back approximately shoulder height and elbow width. Push stirrups away from body, slightly upward at 30º to 45º until arms are straight and parallel to one another. Return stirrups to original position until slight stretch is felt in chest or shoulders. Repeat.","Stirrup should follow slight arch pattern, in front/above of upper arm between elbow and chest in stretched position, travelling inward in front/above each shoulder at contracted position.","['Pectoralis Major, Clavicular']",https://exrx.net/application/files/8614/3885/7432/CBInclineChestPress.gif
Cable Standing Incline Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/CBStandingInclineChestPress,"Stand between two hip height pulleys, facing away from cable columns. Grasp cable stirrups from each side. Position elbows out to sides, lower chest height. Position hands back approximately shoulder height and elbow width. Lean and step forward with one foot in front bending forward knee. Push stirrups forward and upward at 30º to 45º angle until arms are straight and parallel to one another. Return stirrups to original position until slight stretch is felt in chest or shoulders. Repeat.","Stirrup should follow slight arch pattern, in front/above of upper arm between elbow and chest in stretched position, travelling inward in front/above each shoulder at contracted position. Cable pulleys should be closer together than what is typically found on standard cable cross over setup.","['Pectoralis Major, Clavicular']",https://exrx.net/application/files/4014/3885/7442/CBStandingInclinePress.gif
Cable Bar Standing Incline Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/CBBarStandingInclineChestPress,"Stand facing behind cable bar, mounted on each side to lower chest height narrow double pulley cables. Grasp cable bar with wide overhand grip. Position bar upper mid-chest height with elbows angled behind and downward. Lean and step forward with one foot in front, bending forward knee. Push cable bar forward and upward at 30º to 45º until arms are straight. Return cable bar to original position until slight stretch is felt in chest or shoulders. Repeat.",Cable pulleys should be closer together than what is typically found on standard cable cross over setup. Range of motion will be compromised if grip is too wide.,"['Pectoralis Major, Clavicular']",https://exrx.net/application/files/7014/3885/7430/CBBarStandingInclineChestPress.gif
Cable One Arm Standing Incline Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/CBStandTwistInclineChestPress,"Grasp cable stirrup from hip height pulley. Turn body away from pulley. Position elbow of loaded arm out to side, lower chest height. Position loaded hand back approximately shoulder height and elbow width. Step far forward with foot of opposite side of loaded arm. Bend knees and position heel of rear foot off floor. Push stirrups forward and upward at 30º to 45º until arm is straight and in-line with cable. Return stirrup to original position until slight stretch is felt in chest or shoulder. Repeat. Continue with opposite arm.","Stirrup should follow slight arch pattern, in front/above of upper arm between elbow and chest in stretched position, travelling inward in front/above shoulder at contracted position.","['Pectoralis Major, Clavicular']",https://exrx.net/application/files/2614/3885/7458/CBStandTwistInclineChestPress.gif
Cable Incline Fly,https://exrx.net/WeightExercises/PectoralClavicular/CBInclineFly,"Sit on seat with stirrups in each hand (attached to low cable pulleys). Lie back on incline back support. Position stirrups out to each side of chest with bent arm under each wrist. Press stirrups over each shoulder until arms vertical. Bend elbows slightly and internally rotate shoulders so elbows point out to sides. Lower stirrups outward to sides of shoulders. Keep elbows fixed in slightly bent position. When a stretch is felt in chest or shoulders, bring stirrups back together in hugging motion above upper chest until stirrups are nearly together Repeat.",Keep shoulders internally rotated so elbows point downward at bottom position and outward at top position. Shoulder will likely have less range of motion in lower position as compared to Fly on flat bench.,"['Pectoralis Major, Clavicular']",https://exrx.net/application/files/3414/3885/7439/CBInclineFly.gif
Cable Standing Incline Fly,https://exrx.net/WeightExercises/PectoralClavicular/CBStandingInclineFly,"Stand between two pulleys position hip height and arms width or slightly wider apart. Grasp stirrups, one in each hand. Extend arms out with elbows slightly bent, pointed back and downward slightly. Step forward until cables are taut or when weights are lifted up slightly. Stand with feet staggered. Keeping elbows fixed in slightly bent position, bring stirrups together in upwardly arching, hugging motion, at 30º to 45º angle until they meet at top of motion. Lower stirrups to original position in reverse pattern. As soon as stretch is felt in chest or shoulders, repeat motion.",None,"['Pectoralis Major, Clavicular']",https://exrx.net/application/files/5414/3885/7444/CBStandingInclineFly.gif
Dumbbell Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/DBInclineBenchPress,Sit down on incline bench with dumbbells resting on lower thigh. Kick weights to shoulders and lean back. Position dumbbells to sides of chest with upper arm under each dumbbell. Press dumbbells up with elbows to sides until arms are extended. Lower weight to sides of upper chest until slight stretch is felt in chest or shoulder. Repeat.,"Dumbbell should follow slight arch pattern, above upper arm between elbow and chest at bottom, traveling inward over each shoulder at top. See suggested mount & dismount and mount & dismount from special machine rack. Also see elevated foot leg positioning to decrease arch in back and Bench Press Analysis.","['Pectoralis Major, Clavicular']",https://exrx.net/application/files/1414/3885/7448/DBInclineBenchPress.gif
Dumbbell Incline Fly,https://exrx.net/WeightExercises/PectoralClavicular/DBInclineFly,"Grasp two dumbbells. Lie supine on bench. Support dumbbells above upper chest with arms fixed in slightly bent position. Bend elbows slightly and internally rotate shoulders so elbows point out to sides. Lower dumbbells outward to sides of shoulders. Keep elbows fixed in slightly bent position. When a stretch is felt in chest or shoulders, bring dumbbells back together in hugging motion above upper chest until dumbbells are nearly together. Repeat.",Keep shoulders internally rotated so elbows point downward at bottom position and outward at top position. Shoulder will likely have less range of motion in lower position as compared to Fly on flat bench.,"['Pectoralis Major, Clavicular']",https://exrx.net/application/files/6114/3885/7456/DBInclineFly.gif
Lever Incline Bench Press (plate loaded),https://exrx.net/WeightExercises/PectoralClavicular/LVInclineBenchPressPL,Lie supine on incline bench with lever bars out to sides of chest. Grasp handles with wide overhand grip. Press lever bars up until arms are extended. Lower weight toward upper chest. Repeat.,Range of motion will be compromised if grip is too wide. Also see exercise performed with parallel grip and exercise performed on alternative machine. Also see Bench Press Analysis.,"['Pectoralis Major, Clavicular']",https://exrx.net/application/files/1114/3885/7474/LVInclineBenchPressNPL.gif
Lever Barbell Incline Bench Press (plate loaded),https://exrx.net/WeightExercises/PectoralClavicular/LVBBInclineBenchPress,Lie supine on incline bench with upper chest under bar. Grasp bar with wide oblique overhand grip. Disengage bar by rotating bar back. Lower weight to chest. Press bar until arms are extended. Repeat.,"Orientation relative to lever will depend upon height of fulcrum relative to bench. Position body so bar is over shoulders during extension, yet lower on chest in lowest position. Feet can be placed on bench as shown for more comfortable low back positioning. Range of motion will be compromised if grip is too wide. Also see Bench Press Analysis.","['Pectoralis Major, Clavicular']",https://exrx.net/application/files/6514/3885/7493/LVSMInclineBenchPress.gif
Lever Parallel Grip Incline Bench Press (plate loaded),https://exrx.net/WeightExercises/PectoralClavicular/LVParallelGripInclineBenchPressPL,Lie supine on incline bench with parallel lever bars out to sides of rib cage. Grasp parallel handles. Press lever bars up until arms are extended. Lower weight toward upper chest. Repeat.,"Seat should be adjusted, so handles are to sides of lower chest. Parallel grip tends to place shoulders in a more stable position, with arms closer to sides, which may be more ideal for those with certain shoulder issues. See exercise on alternative machine. Also see exercise performed with standard grip providing greater emphasis on chest development. Also see Bench Press Analysis.","['Pectoralis Major, Clavicular']",https://exrx.net/application/files/4814/3885/7488/LVParellelGripInclineBenchPressNPL.gif
Lever Incline Chest Press (plate loaded),https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPressH,Sit on seat with upper chest just above grips on lever. Grasp grips with wide overhand grip and position elbows out to sides. Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,Range of motion will be compromised if grip is too wide.,"['Pectoralis Major, Clavicular']",https://exrx.net/application/files/7514/3885/7472/LVInclineChestPressSeatLowH.gif
Lever Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineBenchPress,Lie supine on incline bench with upper chest under lever bar. Grasp lever bar with wide oblique overhand grip. Press bar until arms are extended. Lower weight to upper chest. Repeat.,Range of motion will be compromised if grip is too wide. See Lever Incline Bench Press improvised on older equipment and exercise performed with parallel grip. Also see Bench Press Analysis.,"['Pectoralis Major, Clavicular']",https://exrx.net/application/files/1214/3885/7470/LVInclineBenchPress.gif
Lever Parallel Grip Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/LVParallelGripInclineBenchPress,Lie supine on incline bench with parallel lever bars out to sides of rib cage. Grasp parallel handles. Press lever bars up until arms are extended. Lower weight toward upper chest. Repeat.,"Seat should be adjusted so handles are to sides of lower chest. Parallel grip tends to place shoulders in a more stable position, with arms closer to sides, which may be more ideal for those with certain shoulder issues. Also see exercise performed on alternative machine and with standard grip providing greater emphasis on chest development. Also see Bench Press Analysis.","['Pectoralis Major, Clavicular']",https://exrx.net/application/files/8514/3885/7489/LVInclineParallelGripBenchPress.gif
Lever Incline Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPress,"Sit on seat with upper chest just above grips on lever. If available, push foot lever until handles are within grasping range. Grasp handles with wide oblique overhand grip and position elbows out to sides. Release foot lever. Press lever until arms are extended. Return weight until shoulders or chest feels slightly stretched. Repeat.","Some machines have foot levers to position handles in a more comfortable starting and ending position. If foot lever is available, engage it before releasing grips.","['Pectoralis Major, Clavicular']",https://exrx.net/application/files/3114/3885/7482/LVInclineChestPress.gif
Lever Alternating Incline Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/LVAlternatingInclineChestPress,"Sit on seat with upper chest just above grips on lever. Grasp grips with wide overhand grip and position elbows out to sides. Press one lever until arm is extended. Return lever back down until chest muscle is slightly stretched. Repeat with opposite arm, alternating between sides.",Range of motion will be compromised if grip is too wide.,"['Pectoralis Major, Clavicular']",https://exrx.net/application/files/2914/3885/7467/LVAlternatingInclineChestPress.gif
Lever Parallel Grip Incline Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/LVParallelGripInclineChestPress,"Sit on seat with lower chest at height of parallel handles. If available, push foot lever until handles are within grasping range. Grasp parallel handles. Press lever bars up until arms are extended. Return weight until shoulders or chest feels slightly stretched. Repeat.","Some machines have foot levers to position handles in a more comfortable starting position. If available, push lever with foot, grasp bar, and release foot lever.","['Pectoralis Major, Clavicular']",https://exrx.net/application/files/2414/3885/7497/LVParallelGripInclineChestPress.gif
